activation_date,latitude,longitude,gym,lift,swimming_pool,negotiable,property_size,property_age,bathroom,cup_board,floor,total_floor,balconies,rent,type_BHK1,type_BHK2,type_BHK3,type_BHK4,type_BHK4PLUS,type_RK1,lease_ANYONE,lease_BACHELOR,lease_COMPANY,lease_FAMILY,fur_FULLY_FURNISHED,fur_NOT_FURNISHED,fur_SEMI_FURNISHED,parking_BOTH,parking_FOUR_WHEELER,parking_NONE,parking_TWO_WHEELER,face_E,face_N,face_NE,face_NW,face_S,face_SE,face_SW,face_W,water_BOREWELL,water_CORPORATION,water_CORP_BORE,building_AP,building_GC,building_IF,building_IH,"""INTERNET""","""AC""","""CLUB""","""INTERCOM""","""POOL""","""CPA""","""FS""","""SERVANT""","""SECURITY""","""SC""","""GP""","""PARK""","""RWH""","""STP""","""HK""","""PB""","""VP"""
26-03-2018 09:38,12.92217644,77.56012749,0,0,0,1,600,0,2,2,0,1,0,16000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
28-08-2017 13:40,12.90721608,77.5403691,0,1,0,1,1110,5,2,2,1,5,2,18000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
26-08-2017 20:05,12.9177983,77.57878619,0,0,0,1,900,22,1,2,0,2,0,18000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
15-06-2018 16:26,12.9165563,77.5905776,0,1,0,0,1300,30,2,2,4,5,1,24000,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
26-07-2018 22:56,12.95668127,77.65475566,0,1,0,0,1100,0,2,4,2,4,1,32000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
20-11-2017 10:13,12.96581186,77.70860569,0,1,0,1,1166,10,2,2,1,4,2,24000,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
25-01-2018 12:26,12.91702815,77.64925666,1,0,0,1,900,5,2,2,1,2,0,21000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
04-05-2018 22:36,12.985671,77.7545748,1,1,1,1,1685,10,3,3,6,6,2,25000,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
08-05-2017 20:54,12.98464688,77.5545636,0,0,0,0,500,5,1,0,2,2,0,10000,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
05-01-2018 14:46,12.91209255,77.60226497,0,0,0,1,1000,10,2,2,2,2,1,16000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
19-01-2018 16:11,12.94624555,77.70681386,0,0,0,1,300,8,1,0,2,2,0,8000,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
15-05-2018 18:40,12.98493217,77.5574594,0,0,0,1,600,2,1,2,1,1,0,10000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-04-2017 12:18,12.91068834,77.68340014,0,0,0,1,800,0,1,1,0,6,1,10000,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
10-05-2017 11:01,12.9023463,77.508911,0,0,0,1,1200,0,2,2,1,3,0,12000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-12-2018 18:16,12.98293643,77.5348326,0,0,0,1,750,5,2,2,1,1,1,14000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
27-01-2018 20:49,12.9564513,77.7217349,1,1,0,1,1100,3,2,2,3,5,1,23500,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
13-06-2018 11:37,12.97452996,77.5096251,0,0,0,1,1500,20,2,3,0,1,0,25000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-08-2018 19:02,12.90694521,77.70506702,0,0,0,1,1100,1,2,2,3,5,1,13000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
16-06-2018 13:34,12.91706581,77.62908991,0,0,0,1,800,4,2,2,0,4,0,20000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
20-08-2017 13:34,12.91890913,77.68923873,1,1,1,1,2200,0,3,3,0,10,2,45000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
18-04-2018 19:32,12.90897414,77.51607369,0,1,0,1,1500,10,3,3,1,5,4,15000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
08-09-2017 14:32,12.90965382,77.6061916,0,0,0,0,500,6,1,1,1,4,0,12000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
31-07-2017 21:42,12.9020624,77.6640759,1,1,1,1,1174,0,2,2,7,19,1,30000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
21-02-2018 11:21,12.90816097,77.6475852,0,1,0,0,1100,10,2,2,0,4,0,22000,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
17-03-2018 22:31,12.94227987,77.63014243,0,0,0,1,200,0,1,1,3,4,0,8000,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
08-05-2017 17:20,12.90532136,77.5536007,0,0,0,1,1200,7,2,4,1,3,2,12000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
04-08-2018 14:36,12.91433084,77.59332757,0,0,0,0,1200,2,2,2,1,3,1,21000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
18-03-2018 14:16,12.92695164,77.5106147,0,0,0,1,845,10,2,2,0,1,1,11000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
27-06-2018 19:15,12.98152487,77.60975354,0,0,0,0,850,3,1,0,3,3,0,16000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
14-12-2017 15:26,12.96655088,77.51554051,0,1,0,1,750,0,1,1,3,3,1,9000,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
30-05-2018 19:50,12.91839296,77.59895297,0,0,0,1,1300,4,3,3,2,3,2,36000,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-12-2018 13:25,12.9674375,77.7164888,1,1,1,1,2015,10,4,3,11,12,2,37000,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
23-03-2018 21:49,12.90041157,77.57118791,0,0,0,0,900,8,2,0,0,2,0,12000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
01-11-2018 18:25,12.9470154,77.7123329,0,0,0,1,450,5,1,1,2,4,0,8500,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
19-04-2018 15:40,12.9517232,77.70679895,0,0,0,0,900,5,2,2,3,3,1,11000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
14-06-2018 21:08,12.95917207,77.52366643,0,0,0,1,750,8,2,2,0,0,0,14000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
02-04-2018 19:44,12.9301531,77.5605342,1,0,0,1,1200,10,2,2,0,0,1,15000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-11-2018 09:52,12.900931,77.7072371,0,0,0,1,1089,0,2,2,0,4,1,18000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
01-03-2018 15:39,12.95971279,77.64219861,0,1,0,1,1950,15,3,6,1,3,3,35000,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
27-02-2018 11:25,12.96480049,77.67384875,0,0,0,0,939,7,2,2,2,3,1,15000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
10-12-2017 18:09,12.90599864,77.59317702,1,1,1,1,1240,0,2,2,4,5,1,25000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
29-04-2018 18:32,12.96868706,77.75415039,0,0,0,0,1170,2,2,2,4,5,2,18000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
02-07-2018 15:56,12.97661352,77.51528128,0,1,0,0,1300,3,2,0,2,4,2,20000,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
28-07-2017 12:20,12.90829445,77.5867866,0,0,0,0,1600,10,2,3,2,2,4,20000,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
22-11-2017 15:45,12.993636,77.76647423,0,1,0,1,1200,2,2,2,4,5,1,10000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
12-03-2017 15:15,12.98594807,77.5798842,0,0,0,0,400,5,2,5,3,3,1,20000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-12-2018 18:38,12.9170549,77.61999505,0,0,0,1,200,1,1,0,0,2,0,8000,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
03-06-2018 20:44,12.90262305,77.62433075,0,1,0,1,1100,1,2,2,1,4,2,16000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
03-08-2018 09:09,12.90335058,77.58915103,0,0,0,1,600,2,1,2,3,4,1,11000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
22-06-2018 15:45,12.99543391,77.54087969,0,0,0,1,750,19,1,3,1,1,0,13800,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
29-11-2017 15:19,12.91057006,77.62271413,0,1,0,1,905,7,2,2,0,4,2,14500,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
05-04-2018 14:46,12.93142916,77.51044661,1,1,0,1,1305,1,2,2,3,4,1,15000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
30-04-2018 19:58,12.9095685,77.60794808,0,0,0,0,600,3,1,1,1,4,0,12000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
21-05-2018 20:03,12.92492899,77.61266013,0,0,0,0,400,1,1,1,1,4,0,12000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
03-12-2018 14:23,12.9769751,77.6263608,0,1,0,1,1200,5,2,5,3,4,2,32450,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
18-06-2018 19:28,12.93620088,77.57840253,0,0,0,1,800,2,1,2,0,2,0,16000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
29-07-2018 17:05,12.9123834,77.57734965,0,0,0,1,800,10,1,2,1,1,1,12000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
01-12-2018 12:56,12.90815498,77.54789291,0,1,0,1,1100,4,2,1,2,4,1,15000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-04-2018 18:37,12.9264541,77.63928828,0,0,0,1,700,3,2,1,1,4,1,16000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
01-06-2018 21:43,12.95358981,77.71192138,1,1,1,1,1550,0,3,3,3,4,3,36000,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
15-10-2017 15:47,12.9250074,77.5938028,0,0,0,1,380,3,1,0,1,2,0,8500,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
11-12-2017 12:59,12.97703958,77.62771549,0,0,0,0,600,0,1,0,2,3,0,15000,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
11-05-2017 22:34,12.99164974,77.52269089,0,0,0,1,1200,1,2,2,1,4,0,8000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
13-07-2017 11:35,12.91439289,77.70141287,0,0,0,1,1200,2,2,2,1,3,1,17000,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-01-2018 22:20,12.98487178,77.71748837,0,0,0,1,1100,3,2,2,0,1,0,27000,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-07-2017 17:27,12.96550106,77.64041738,0,0,0,1,250,10,1,1,0,2,0,8000,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
01-11-2018 17:01,12.9667725,77.738189,0,0,0,0,1446,3,2,3,4,4,3,23000,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
08-12-2017 14:44,12.94168144,77.56428288,0,0,0,1,1000,0,2,3,1,3,1,18000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
06-10-2018 21:26,12.96826232,77.53717088,0,0,0,1,800,8,1,1,1,1,1,12000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
10-06-2017 16:47,12.92222044,77.61945953,0,0,0,0,500,0,1,1,1,3,0,11000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
17-01-2018 21:48,12.91974714,77.51531452,0,0,0,0,700,5,1,1,2,2,1,9500,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
31-05-2018 10:16,12.95743342,77.59243103,0,0,0,1,815,8,2,2,1,1,1,17500,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
28-01-2018 17:31,12.95929444,77.71932565,0,0,0,0,1000,7,2,2,1,2,1,21000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-11-2018 10:00,12.94740698,77.57163321,0,0,0,1,200,5,1,1,2,2,1,8300,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
28-06-2018 13:10,12.984597,77.75772026,0,1,0,1,900,3,2,2,1,4,0,25000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
09-07-2017 11:47,12.90904389,77.6233113,0,0,0,1,800,5,1,0,1,2,1,9000,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-02-2018 12:04,12.92875256,77.51600122,0,0,0,1,1600,5,2,3,3,5,1,17000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
03-11-2018 18:10,12.93287537,77.55727832,0,0,0,0,1200,15,1,3,0,4,0,15000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
06-02-2018 17:02,12.95187394,77.6986411,0,0,0,1,550,2,1,1,2,3,1,11000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
12-02-2017 14:25,12.96775647,77.67015912,0,0,0,1,1000,10,2,2,0,3,0,14500,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
14-07-2018 17:25,12.93382972,77.53778028,0,1,0,1,2000,1,2,3,3,4,1,21000,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-07-2018 20:13,12.9294746,77.5399532,0,0,0,1,900,5,2,2,2,2,0,10500,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
17-09-2017 10:23,12.9670589,77.7154299,0,0,0,1,1523,10,3,0,5,9,4,31000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
31-03-2018 19:13,12.9140655,77.60942151,0,0,0,0,1200,8,2,1,0,2,0,18500,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
31-08-2017 21:25,12.9305106,77.6866996,1,1,1,1,1980,0,3,5,7,10,2,42000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
26-04-2018 19:20,12.95904223,77.71410841,0,1,0,1,750,5,1,3,3,4,2,20000,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
23-02-2018 12:35,12.90379794,77.51037441,0,0,0,0,800,0,2,2,2,3,0,11000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
17-10-2017 22:17,12.93885411,77.54749876,0,1,0,1,1700,5,2,0,3,4,1,34000,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
23-06-2018 20:40,12.9991309,77.7448475,0,0,0,1,1132,1,2,3,0,7,3,16000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
20-10-2017 10:08,12.92704481,77.5620821,0,0,0,1,2200,7,4,3,2,3,3,36000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
08-10-2017 09:38,12.98671796,77.50653861,0,0,0,1,1200,2,2,4,0,4,1,17000,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
14-02-2018 15:07,12.9771994,77.7018941,0,0,0,1,625,0,1,0,1,2,0,14000,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
